Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"7907-1","City","Seasonal",2007,"City Advent Calendar",8,232,12.99,24.99,,,5702014499102,673419091060,,,,,"",0,0,0,,0,0,,,,,,,,,34.1500,24.0000,"",""
"7656-1","Star Wars","Episode III",2007,"General Grievous Starfighter",1,232,19.99,19.99,,,5702014498754,673419090773,28.8,28.8,6,0.4,"",0,0,0,,0,0,,,,,,,,,61.3200,28.8800,"01/01/2007","31/12/2008"
"8016-1","Star Wars","The Clone Wars",2009,"Hyena Droid Bomber",3,232,24.99,19.99,26.99,,5702014533240,673419111782,28.2,26.2,6.4,0.41,"",0,0,0,,0,0,,,,,,,,,115.1800,36.9700,"01/01/2009","31/12/2010"
"1352-1","Studios","Stunts",2001,"Explosion Studio",4,232,24.99,35,,,5702012012433,,,,,,"",0,0,0,,0,0,,,,,,,,,63.1700,20.0000,"",""
"10205-1","Trains","9V",2002,"Large Train Engine with Tender, Black ",,232,,,,,,,28.8,19.2,6,,"",0,0,0,,0,0,,,,,,,,,244.2000,132.3000,"01/08/2002","31/12/2003"
"40639-1","Seasonal","Easter",2023,"Bird's Nest",,232,10.99,12.99,16.99,12.99,5702017422732,673419377676,15.6,14,6,0.186,"",0,0,0,,0,0,,,,,,,,,14.2700,11.3500,"01/02/2023","31/12/2024"
"40449-1","Seasonal","Easter",2021,"Easter Bunny's Carrot House",,232,,,,,5702016910261,673419338158,15.6,14,8.8,0.272,"",0,0,0,,0,0,,,,,,,,,14.3200,7.5900,"15/03/2021","31/12/2021"
"71388-1","Super Mario","Expansion Set",2021,"Boss Sumo Bro Topple",2,231,24.99,29.99,39.99,29.99,5702016912609,673419339322,19.1,26.2,6.1,,"",0,0,0,,0,0,,,,,,,,,16.7600,18.5000,"01/08/2021","31/07/2022"
"71360-1","Super Mario","Starter Course",2020,"Adventures with Mario",3,231,54.99,59.99,74.99,59.99,5702016618396,673419318327,31.7,26.2,9,,"",0,0,0,,0,0,,,,,,,,,39.2200,25.1800,"10/07/2020","31/07/2024"
"75137-1","Star Wars","Episode V",2016,"Carbon-Freezing Chamber",3,231,19.99,24.99,29.99,29.99,5702015591829,673419247764,26.2128,19.1008,6.096,0.3810173,"",0,0,0,,0,0,,,,,,,,,47.7800,28.8600,"01/01/2016","31/12/2017"
"70600-1","Ninjago","Skybound",2016,"Ninja Bike Chase",3,231,17.99,19.99,24.99,19.99,,673419247665,26.2128,19.1008,4.5974,0.3129785,"",0,0,0,,0,0,,,,,,,,,48.4000,13.8500,"01/01/2016","31/07/2017"
"21312-1","Ideas","NASA",2017,"Women of NASA",4,231,19.99,24.99,29.99,24.99,5702016108453,,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,41.8000,31.2200,"01/11/2017","31/12/2018"
"4124-1","Creator","Seasonal",2001,"Advent Calendar",,231,,15,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,39.9900,17.4900,"",""
"4524-1","Creator","Seasonal",2002,"Holiday Calendar",,231,,15,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,50.0000,22.5500,"",""
"4480-1","Star Wars","Episode VI",2003,"Jabba's Palace",6,231,27.99,30,,,5702014261372,673419017572,28.8,28.8,7.2,,"",0,0,0,,0,0,,,,,,,,,299.5000,171.4400,"01/01/2003","31/12/2004"
"8248-1","Technic","",1998,"Forklift",1,231,,33,,,,,28.8,24,6,,"",0,0,0,,0,0,,,,,,,,,154.4300,34.0700,"01/01/1998","31/12/1999"
"8632-1","Agents","",2008,"Swamp Raid",2,231,15.65,19.99,,,,673419101943,28.8,28.8,7.2,0.53,"",0,0,0,,0,0,,,,,,,,,51.2500,16.8200,"01/06/2008","31/12/2009"
"5235-2","Homemaker","",1982,"Schoolroom",,231,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,119.9000,"",""
"3367-1","City","Space",2011,"Space Shuttle",1,231,26.99,29.99,39.99,,5702014724198,673419142106,38.2,26.19,5.64,0.59,"",0,0,0,,0,0,,,,,,,,,59.8500,12.5100,"01/03/2011","31/12/2013"
"5932-1","Bricks and More","",2011,"My First LEGO Set",1,231,9.99,14.99,17.99,,5702014733527,673419144131,19.1,19.1,12.8,0.48,"",0,0,0,,0,0,,,,,,,,,23.1600,15.0000,"",""
"41758-1","Friends","Seasonal",2023,"LEGO Friends Advent Calendar 2023",2,231,19.99,34.99,44.99,26.99,5702017415406,673419374507,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,19.6900,,"01/09/2023","31/12/2023"
"71429-1","Super Mario","Expansion Set",2024,"Nabbit at Toad's Shop",,230,17.99,19.99,24.99,19.99,5702017592756,673419391757,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"70002-1","Legends of Chima","Promotional",2013,"Lennox' Lion Attack",2,230,17.99,24.99,29.99,,5702014971417,673419189446,26.2,19.1,6.1,0.39,"",0,0,0,,0,0,,,,,,,,,20.6500,11.2600,"01/01/2013","31/12/2013"
"60013-1","City","Coast Guard",2013,"Coast Guard Helicopter",4,230,24.99,39.99,49.99,,5702014974135,673419191197,28.2,26.2,6.4,0.53,"",0,0,0,,0,0,,,,,,,,,61.4700,15.5900,"01/06/2013","31/12/2013"
"4-3","Universal Building Set","",1973,"Basic Set",,230,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,53.3100,"",""
"1575-2","Basic","",1987,"Basic Set 5+ with Board Game",1,230,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6781-1","Space","Space Police",1989,"SP-Striker",2,230,,28,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,800.0000,110.9200,"",""
"8042-1","Technic","Universal",1993,"Multi Model Pneumatic Set",,230,,38.5,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,110.0200,52.1000,"",""
"6067-1","Castle","Lion Knights",1986,"Guarded Inn",4,230,,19.75,,,5702010960675,,,,,,"",0,0,0,,0,0,,,,,,,,,1056.7200,219.8000,"",""
"4479-1","Star Wars","Episode V",2003,"TIE Bomber",1,230,27.99,30,,,,673419017213,28.8,28.8,6,,"",0,0,0,,0,0,,,,,,,,,197.1700,63.8300,"01/01/2003","01/04/2005"
"40254-1","Seasonal","Christmas",2017,"Nutcracker",,230,8.49,,,9.99,5702015867474,,14.1,19.1,6.1,0.214,"",0,0,0,,0,0,,,,,,,,,40.9700,25.2800,"01/10/2017","31/12/2017"
"41173-1","Elves","",2016,"Elvendale School of Dragons",1,230,17.99,19.99,24.99,19.99,5702015593465,673419247740,26.2128,19.1008,6.096,0.35412,"",0,0,0,,0,0,,,,,,,,,59.2700,24.0600,"01/03/2016","31/12/2016"
"31047-1","Creator","3 in 1",2016,"Propeller Plane",,230,17.99,19.99,24.99,19.99,5702015591003,673419246941,26.2128,19.1008,6.096,0.4399842,"",0,0,0,,0,0,,,,,,,,,37.5000,14.8300,"01/01/2016","31/12/2017"
"41100-1","Friends","Airport",2015,"Heartlake Private Jet",2,230,19.99,29.99,39.99,24.99,5702015346795,673419229371,35.4076,19.1008,5.8928,0.454,"",0,0,0,,0,0,,,,,,,,,76.7200,15.7200,"01/06/2015","31/12/2016"
"42119-1","Technic","Licensed",2021,"Monster Jam Max-D",,230,17.99,19.99,24.99,19.99,5702016890631,,26.2,14.1,9.1,,"",0,0,0,,0,0,,,,,,,,,19.2300,11.9300,"01/01/2021","31/12/2022"
"77905-1","Marvel Super Heroes","Promotional",2020,"Taskmaster's Ambush",3,230,,39.99,,,,673419333818,19.1,26.2,6.1,,"",0,0,0,,0,0,,,,,,,,,67.1800,58.7900,"01/10/2020","31/10/2020"
"10770-1","Disney","Toy Story 4",2019,"Buzz & Woody's Carnival Mania!",5,230,44.99,49.99,69.99,49.99,5702016367751,,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,37.4100,19.9300,"22/04/2019","31/12/2020"
"21314-1","Ideas","Licensed",2018,"TRON: Legacy",3,230,29.99,34.99,44.99,34.99,5702016173772,,26.2,14.1,4.8,,"",0,0,0,,0,0,,,,,,,,,61.0000,57.4500,"01/04/2018","31/12/2019"
"31088-1","Creator","3 in 1",2019,"Deep Sea Creatures",,230,12.99,14.99,19.99,14.99,5702016367836,673419302098,26.2,14.1,4.8,0.31,"",0,0,0,,0,0,,,,,,,,,11.7800,6.4100,"",""
"60346-1","City","Farm",2022,"Barn & Farm Animals",4,230,44.99,69.99,89.99,49.99,5702017161723,673419359153,38.2,26.2,7.1,0.673,"",0,0,0,,0,0,,,,,,,,,31.5600,35.0000,"01/06/2022","31/12/2023"
"71398-1","Super Mario","Expansion Set",2022,"Dorrie's Beachfront ",2,229,24.99,29.99,39.99,29.99,5702017155180,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,23.7300,15.0000,"01/01/2022","31/12/2022"
"LLCA52-1","Promotional","LEGOLAND",2010,"Sandcastle",1,229,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"41334-1","Friends","Music",2018,"Andrea's Park Performance",3,229,19.99,24.99,29.99,24.99,5702016077445,673419280037,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,23.5700,22.8300,"01/01/2018","31/12/2018"
"76099-1","Marvel Super Heroes","Black Panther",2018,"Rhino Face-Off by the Mine",3,229,19.99,19.99,24.99,24.99,5702016110432,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,44.4300,21.0500,"01/01/2018","31/12/2018"
"75208-1","Star Wars","Episode V",2018,"Yoda's Hut",3,229,25.99,29.99,34.99,29.99,5702016109368,673419281034,26.2,19.1,6.1,0.38,"",0,0,0,,0,0,,,,,,,,,48.3200,32.7500,"20/04/2018","31/12/2019"
"4097-1","Creator","Designer Set",2003,"Mini Robots",,229,9.99,10,,,5702014264069,673419018067,28.8,19.2,4.8,,"",0,0,0,,0,0,,,,,,,,,22.7500,13.7100,"01/04/2003","31/12/2004"
"1076-1","Basic","Seasonal",1999,"Advent Calendar",,229,,,,,5702012005008,,,,,,"",0,0,0,,0,0,,,,,,,,,95.4900,34.6200,"",""
"6416-1","Town","Paradisa",1992,"Poolside Paradise",4,229,,38.5,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,510.0000,85.2600,"",""
"363-1","LEGOLAND","",1975,"Hospital",7,229,3.75,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,336.4000,57.6500,"",""
"1504-1","Basic","",1993,"Family Bucket, 3+",,229,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"20206-1","Master Builder Academy","",2012,"The Lost Village",1,229,,,,,,673419169455,,,,,"",0,0,0,,0,0,,,,,,,,,39.9900,30.0000,"",""
"217-1","Building Set with People","",1977,"Service Station",,228,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,26.5600,"",""
"180-1","Trains","4.5/12V",1972,"4.5V Train with 5 Wagons",,228,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,189.9900,"",""
"8925-1","Bionicle","Playsets",2007,"Barraki Deepsea Patrol ",4,228,19.99,29.99,,,,673419091848,38.4,28.8,6,0.6,"",0,0,0,,0,0,,,,,,,,,115.7300,62.9900,"01/08/2007","31/07/2008"
"2195-1","Basic","",1997,"JUBEL 3+ BULK",,228,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,22.4900,,"",""
"6330-1","Town","City",1998,"Cargo Centre",5,228,,49.75,,,5702010963300,,38.4,28.8,9.6,,"",0,0,0,,0,0,,,,,,,,,95.0000,58.8600,"01/01/1998","31/12/1999"
"7815-1","Trains","4.5/12V",1983,"Passenger Carriage / Sleeper",2,228,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,588.0100,163.0500,"",""
"10017-1","Trains","9V",2001,"Hopper Wagon",,228,,20,,,5702014154407,673419011907,28.8,19.2,6,,"",0,0,0,,0,0,,,,,,,,,73.9800,47.6900,"20/08/2001","31/12/2003"
"41040-1","Friends","Seasonal",2014,"Friends Advent Calendar",2,228,19.99,29.99,39.99,,,673419211277,38.2016,26.1874,7.0612,0.38,"",0,0,0,,0,0,,,,,,,,,34.9900,13.0000,"01/09/2014","31/12/2014"
"60059-1","City","Great Vehicles",2014,"Logging Truck",2,228,17.99,19.99,24.99,,5702015115650,673419207584,26.1874,19.1008,6.096,0.4,"",0,0,0,,0,0,,,,,,,,,88.2300,27.7800,"",""
"41622-1","BrickHeadz","Ghostbusters",2018,"Peter Venkman & Slimer",,228,17.99,19.99,24.99,19.99,5702016176230,673419291781,19.1,14.1,7.1,,"",0,0,0,,0,0,,,,,,,,,66.7200,69.0800,"01/08/2018","31/12/2018"
"41288-1","The Powerpuff Girls","",2018,"Mojo Jojo Strikes",4,228,29.99,29.99,39.99,34.99,5702016111736,673419283182,26.2,19.1,6.1,0.37,"",0,0,0,,0,0,,,,,,,,,42.6600,30.0000,"01/08/2018","31/12/2019"
"40497-1","Seasonal","Halloween",2021,"Halloween Owl",,228,13.49,14.99,19.99,14.99,5702016988611,673419344845,19,14,7.2,0.249,"",0,0,0,,0,0,,,,,,,,,14.7500,11.9600,"01/08/2021","31/12/2022"
"71750-1","Ninjago","Seabound",2021,"Lloyd's Hydro Mech",2,228,17.99,19.99,24.99,19.99,5702016912296,673419339162,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,19.8200,16.3900,"01/06/2021","31/07/2022"
"41949-1","Dots","Bag Tag",2022,"Bag Tags Mega Pack – Messaging",,228,24.99,29.99,39.99,29.99,5702017155722,,23,22.5,5,,"",0,0,0,,0,0,,,,,,,,,19.6900,,"01/03/2022","31/12/2022"
"40579-1","Icons","Promotional",2022,"Eiffel's Apartment",1,228,,,,,,,26.2,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,51.3300,47.8100,"25/11/2022","31/12/2022"
"71430-1","Super Mario","Expansion Set",2024,"Penguin Family Snow Adventure",,228,17.99,19.99,24.99,19.99,5702017592398,673419391764,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"76418-1","Harry Potter","Seasonal",2023,"LEGO Harry Potter Advent Calendar",6,227,29.99,44.99,59.99,37.99,5702017417080,673419375887,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,25.3700,,"01/09/2023","31/12/2023"
"10943-1","Duplo","",2021,"Happy Childhood Moments",7,227,89.99,99.99,139.99,99.99,5702016911305,,58.2,48,12.4,,"",0,0,0,,0,0,,,,,,,,,80.2800,,"01/01/2021","31/12/2022"
"70663-1","Ninjago","Spinjitzu",2019,"Spinjitzu Nya & Wu",2,227,15.99,19.99,24.99,19.99,5702016367331,673419301688,29,24.5,6.2,0.23,"",0,0,0,,0,0,,,,,,,,,29.0800,21.7200,"01/01/2019","31/12/2019"
"75976-1","Overwatch","",2019,"Wrecking Ball",1,227,17.99,19.99,24.99,19.49,5702016553031,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,36.4600,35.0900,"01/10/2019","31/12/2020"
"42104-1","Technic","",2020,"Race Truck",,227,17.99,19.99,24.99,19.49,5702016616439,673419318570,26.2,14.1,7.2,0.35,"",0,0,0,,0,0,,,,,,,,,23.4200,13.6100,"01/01/2020","31/12/2020"
"60056-1","City","Great Vehicles",2014,"Tow Truck",1,227,17.99,19.99,24.99,,5702015094054,673419204767,26.1874,19.1008,7.1882,0.44,"",0,0,0,,0,0,,,,,,,,,72.3100,30.1100,"",""
"3585-1","Sports","Gravity Games",2003,"Snowboard Super Pipe",2,227,39.99,50,,,,673419019385,48,28.8,11.4,,"",0,0,0,,0,0,,,,,,,,,176.9200,85.0000,"01/08/2003","01/06/2004"
"4774-1","Alpha Team","Mission Deep Freeze",2005,"Scorpion Orb Launcher",2,227,,20,,,,673419061148,28.8,28.8,4.8,0.39,"",0,0,0,,0,0,,,,,,,,,161.1900,59.9500,"01/01/2005","31/12/2005"
"2509-1","Ninjago","Pilot Season",2011,"Earth Dragon Defense",2,227,30.99,34.99,44.99,,5702014734661,673419144919,38.2,26.19,5.64,0.53,"",0,0,0,,0,0,,,,,,,,,265.8000,65.3300,"01/06/2011","31/12/2011"
"9349-1","Education","",2011,"Fairytale and Historic Minifigure Set",22,227,39.99,49.99,57.5,,,673419145282,,,,0.25,"",0,0,0,,0,0,,,,,,,,,68.7800,49.9500,"",""
"9470-1","The Lord of the Rings","The Return of the King",2012,"Shelob Attacks",3,227,19.99,19.99,24.99,,5702014837546,673419167031,26.2,19.1,6.1,0.3,"",0,0,0,,0,0,,,,,,,,,107.4100,58.3800,"01/06/2012","31/12/2013"
"75012-1","Star Wars","The Clone Wars",2013,"BARC Speeder with Sidecar",4,226,24.99,24.99,29.99,,5702014974869,,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,410.1000,180.9300,"01/01/2013","31/12/2014"
"8548-1","Bionicle","Rahi",2001,"Nui-Jaga",,226,22.99,35,,,5702012016745,,33.6,24,4.8,,"",0,0,0,,0,0,,,,,,,,,181.2100,83.2600,"01/08/2001","31/12/2002"
"10686-1","Juniors","Girl",2015,"Family House",3,226,24.99,29.99,39.99,34.99,,673419232227,28.194,26.2128,5.8928,0.64468,"",0,0,0,,0,0,,,,,,,,,39.4900,30.0000,"01/06/2015","31/12/2016"
"41182-1","Elves","",2017,"The Capture of Sophie Jones",2,226,17.99,19.99,24.99,19.99,5702015865920,673419264822,26.2128,19.1008,4.5974,0.3356581,"",0,0,0,,0,0,,,,,,,,,22.7400,20.0000,"01/03/2017","31/12/2017"
"76142-1","Marvel Super Heroes","Avengers",2020,"Avengers Speeder Bike Attack",3,226,19.99,19.99,24.99,24.36,5702016618044,673419320245,26.2,19.1,6.1,0.28,"",0,0,0,,0,0,,,,,,,,,25.1900,22.0000,"01/01/2020","31/12/2020"
"40550-1","BrickHeadz","Disney",2022,"Chip & Dale",,226,17.99,19.99,24.99,19.99,5702017166971,673419359788,19.1,14.1,7.1,,"",0,0,0,,0,0,,,,,,,,,20.5600,12.7200,"01/03/2022","31/12/2023"
"60338-1","City","Stuntz",2022,"Chimpanzee Smash Stunt Loop",3,226,49.99,69.99,89.99,54.99,5702017162072,673419359313,48,28.2,6.1,0.636,"",0,0,0,,0,0,,,,,,,,,47.8900,,"01/06/2022","31/12/2023"
"40600-1","Disney","Disney 100",2023,"Disney 100 Years Celebration",1,226,,,,,5702017471402,,26,14,7,0.342,"",0,0,0,,0,0,,,,,,,,,41.5400,,"",""
"42103-1","Technic","",2020,"Dragster",,225,17.99,19.99,24.99,19.99,5702016616422,673419318563,26.2,14.1,7.2,0.35,"",0,0,0,,0,0,,,,,,,,,18.3900,9.9600,"01/01/2020","31/12/2021"
"41376-1","Friends","Rescue Mission",2019,"Turtles Rescue Mission",2,225,17.99,19.99,24.99,19.49,5702016370201,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,25.0000,12.7200,"01/06/2019","31/12/2020"
"31075-1","Creator","3 in 1",2018,"Outback Adventures",1,225,17.99,19.99,24.99,19.99,5702016075069,673419280051,26,19,6,0.393,"",0,0,0,,0,0,,,,,,,,,31.0000,18.4400,"",""
"7017-1","Vikings","",2005,"Viking Catapult versus the Nidhogg Dragon ",2,225,12.99,20,,,5702014450783,673419066563,38.4,19.2,6,,"",0,0,0,,0,0,,,,,,,,,195.0000,89.0700,"01/08/2005","31/12/2006"
"8840-1","Technic","",1990,"Rally Shock & Roll Racer",1,225,,,,,5702010988402,,,,,,"",0,0,0,,0,0,,,,,,,,,106.1200,15.6600,"",""
"3421-1","Sports","Football",2002,"3 vs. 3 Shootout",6,225,24.99,30,,,,,28.8,28.8,6,,"",0,0,0,,0,0,,,,,,,,,57.6000,40.0000,"01/03/2002","31/12/2003"
"3858-1","Games","Heroica",2011,"Waldurk Forest",7,225,14.99,19.99,26.99,,5702014735620,673419145619,19.2,27.2,6.71,0.43,"",0,0,0,,0,0,,,,,,,,,47.6500,39.9900,"01/08/2011","31/12/2012"
"7598-1","Toy Story","Toy Story 2",2010,"Pizza Planet Truck Rescue",2,225,35.99,39.99,54.99,,5702014602946,,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,130.7900,81.0400,"01/06/2010","31/07/2011"
"8963-1","Power Miners","",2009,"Rock Wrecker",2,225,24.99,34.99,44.99,,5702014536173,673419112833,38.2,26.2,9.4,0.65,"",0,0,0,,0,0,,,,,,,,,69.7500,39.7100,"01/06/2009","31/12/2010"
"4625-1","Bricks and More","",2012,"Pink Brick Box",1,224,12.99,14.99,17.99,,5702014840232,673419167444,28.8,19.2,19.5,0.59,"",0,0,0,,0,0,,,,,,,,,24.6000,7.0000,"01/01/2012","28/02/2014"
"6059-1","Castle","Black Knights",1990,"Knight's Stronghold",5,224,,22,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,679.4100,83.0800,"",""
"76053-1","DC Comics Super Heroes","Batman",2016,"Gotham City Cycle Chase",3,224,19.99,19.99,24.99,24.99,,673419250443,26.2128,19.1008,4.5974,0.3311222,"",0,0,0,,0,0,,,,,,,,,26.5000,13.1200,"01/03/2016","31/12/2017"
"SAMSONITE-6","Samsonite","Basic set",1966,"224 piece Explorer Set",,224,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"70433-1","Hidden Side","",2020,"J.B.'s Submarine",3,224,17.99,19.99,24.99,19.49,5702016616149,673419317733,26.2,19.1,4.6,0.34,"",0,0,0,,0,0,,,,,,,,,20.3100,29.7500,"01/06/2020","31/12/2020"
"31112-1","Creator","3 in 1",2021,"Wild Lion",,224,12.99,14.99,19.99,14.99,5702016888348,,26,14,4.6,0.314,"",0,0,0,,0,0,,,,,,,,,9.1900,6.1800,"01/01/2021","31/12/2022"
"41426-1","Friends","Heartlake City",2020,"Heartlake City Park Café",2,224,17.99,19.99,24.99,19.99,5702016619119,673419320092,26.2,19.1,6.1,0.33,"",0,0,0,,0,0,,,,,,,,,14.7500,11.0700,"01/06/2020","31/12/2021"
"40577-1","Harry Potter","Promotional",2022,"Hogwarts: Grand Staircase",1,224,,,,,,,19.1,26.2,6.1,,"",0,0,0,,0,0,,,,,,,,,52.7500,55.0600,"15/07/2022","31/12/2022"
"71781-1","Ninjago","Core",2023,"Lloyd's Mech Battle EVO",2,223,17.99,19.99,24.99,19.99,5702017399683,673419371964,26.2,14.1,7.2,,"",0,0,0,,0,0,,,,,,,,,14.9700,,"01/01/2023","31/12/2023"
"41686-1","Friends","Amusement Park",2021,"Magical Acrobatics",2,223,17.99,19.99,24.99,19.99,5702016916058,673419341868,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,14.7100,15.0000,"01/06/2021","31/12/2022"
"76152-1","Marvel Super Heroes","Avengers",2020,"Avengers Wrath of Loki",5,223,54.99,59.99,79.99,59.99,5702016619331,673419320436,38.2,26.2,5.7,0.7,"",0,0,0,,0,0,,,,,,,,,69.3200,33.7500,"01/06/2020","31/12/2021"
"223-1","Samsonite","Basic Set",1968,"Adventure Set",,223,,5,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,150.0000,100.0000,"",""
"75038-1","Star Wars","Episode III",2014,"Jedi Interceptor",2,223,19.99,24.99,29.99,29.99,5702015121163,673419209366,26.1874,19.1008,6.096,0.34,"",0,0,0,,0,0,,,,,,,,,78.5500,26.1900,"01/01/2014","31/12/2015"
"21206-1","Fusion","",2014,"Create and Race",,223,,34.99,,,,673419221672,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,12.0800,15.0000,"01/08/2014","10/10/2014"
"31073-1","Creator","3 in 1",2018,"Mythical Creatures",,223,12.99,14.99,17.99,14.99,5702016111804,673419283274,26.2,14.1,4.8,0.3,"",0,0,0,,0,0,,,,,,,,,24.4000,12.5800,"01/01/2018","31/12/2019"
"76102-1","Marvel Super Heroes","Avengers: Infinity War",2018,"Thor's Weapon Quest",3,223,19.99,19.99,24.99,24.99,5702016110401,673419282000,26.2,19.1,4.6,0.33,"",0,0,0,,0,0,,,,,,,,,38.9000,27.0400,"03/03/2018","31/07/2019"
"41333-1","Friends","Traffic",2018,"Olivia's Mission Vehicle",1,223,14.99,19.99,24.99,19.99,5702016111309,673419282871,26.2,19.1,6.1,0.32,"",0,0,0,,0,0,,,,,,,,,26.6500,9.0500,"01/01/2018","31/12/2019"
"321-1","System","Basic Set",1965,"Clowns",,223,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5848-1","Belville","",1998,"The Belville Luxury Cruiser",3,223,,44,,,,,48,28.8,7.2,,"",0,0,0,,0,0,,,,,,,,,149.0000,93.9400,"01/04/1998","31/12/1999"
"8245-1","Technic","Competition",1998,"Robot's Revenge",1,223,,30,,,,,28.8,24,4.8,,"",0,0,0,,0,0,,,,,,,,,43.9000,11.0600,"01/01/1998","31/12/1999"
"8000-1","Star Wars","Technic",2000,"Pit Droid",,223,,20,,,,042884080006,14.4,24,7.2,,"",0,0,0,,0,0,,,,,,,,,68.2500,29.2100,"01/01/2000","31/12/2001"
"31007-1","Creator","3 in 1",2013,"Power Mech",,223,14.99,19.99,24.99,,5702014972001,673419189835,26.2,19.1,4.6,0.39,"",0,0,0,,0,0,,,,,,,,,26.9500,9.4800,"",""
"70007-1","Legends of Chima","The Power of the CHI",2013,"Eglor's Twin Bike",2,223,19.99,24.99,29.99,,5702014971462,673419189590,26.2,19.1,6.1,0.35,"",0,0,0,,0,0,,,,,,,,,22.5400,12.1200,"01/06/2013","31/07/2014"
"7772-1","Aqua Raiders","",2007,"Lobster Strike",2,223,14.99,19.99,,,5702014499645,673419091411,28.8,28.8,4.8,0.36,"",0,0,0,,0,0,,,,,,,,,33.3800,13.9100,"",""
"3180-1","City","Traffic",2010,"Tank Truck",1,222,14.99,19.99,26.99,,5702014601840,673419129503,35.41,19.1,9.09,0.49,"",0,0,0,,0,0,,,,,,,,,91.1500,32.8000,"01/01/2010","31/12/2011"
"60005-1","City","Fire",2013,"Fire Boat",4,222,24.99,29.99,39.99,,5702014959576,673419188012,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,63.0000,25.0000,"01/01/2013","31/12/2013"
"75002-1","Star Wars","The Clone Wars",2013,"AT-RT",4,222,19.99,19.99,24.99,,5702014974906,673419191555,19.1,26.2,4.6,0.28,"",0,0,0,,0,0,,,,,,,,,53.0900,27.2100,"01/01/2013","31/12/2014"
"4434-1","City","Great Vehicles",2012,"Dump Truck",2,222,14.99,19.99,24.99,,5702014825130,673419163118,35.41,19.1,5.89,0.39,"",0,0,0,,0,0,,,,,,,,,56.4000,27.6000,"01/01/2012","31/12/2012"
"5888-1","Dino","",2012,"Ocean Interceptor",2,222,29.99,34.99,44.99,,5702014837980,673419167123,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,91.1100,54.8300,"01/01/2012","31/12/2012"
"3061-1","Friends","Heartlake City",2012,"City Park Cafe",2,222,29.99,34.99,39.99,,5702014733114,673419165570,38.2,26.2,5.6,0.57,"",0,0,0,,0,0,,,,,,,,,30.0000,17.8700,"01/01/2012","31/12/2013"
"20201-1","Master Builder Academy","",2011,"Micro-Scale",,222,,,,,,673419157452,,,,,"",0,0,0,,0,0,,,,,,,,,29.7800,18.0000,"",""
"6939-1","Space","Spyrius",1994,"Saucer Centurion",2,222,,27,,,5702010969395,,,,,,"",0,0,0,,0,0,,,,,,,,,363.3800,52.1100,"",""
"3408-1","Sports","Football",2000,"Super Sports Coverage",5,222,,30,,,5702012007064,,,,,,"",0,0,0,,0,0,,,,,,,,,39.9900,29.0900,"",""
